table(i,j), i, j = 2.25601e+01, 0, 0
table(i,j), i, j = 2.25858e+01, 0, 1
table(i,j), i, j = 2.26040e+01, 0, 2
table(i,j), i, j = 2.26235e+01, 0, 3
table(i,j), i, j = 2.26442e+01, 0, 4
table(i,j), i, j = 2.26663e+01, 0, 5
table(i,j), i, j = 2.26900e+01, 0, 6
table(i,j), i, j = 2.27153e+01, 0, 7
table(i,j), i, j = 2.27425e+01, 0, 8
table(i,j), i, j = 2.27716e+01, 0, 9
table(i,j), i, j = 2.28028e+01, 0, 10
table(i,j), i, j = 2.28365e+01, 0, 11
table(i,j), i, j = 2.28727e+01, 0, 12
table(i,j), i, j = 2.28950e+01, 0, 13
table(i,j), i, j = 2.29160e+01, 0, 14
table(i,j), i, j = 2.29388e+01, 0, 15
table(i,j), i, j = 2.29634e+01, 0, 16
table(i,j), i, j = 2.29901e+01, 0, 17
table(i,j), i, j = 2.30191e+01, 0, 18
table(i,j), i, j = 2.30505e+01, 0, 19
table(i,j), i, j = 2.30847e+01, 0, 20
table(i,j), i, j = 2.31221e+01, 0, 21
table(i,j), i, j = 2.31628e+01, 0, 22
table(i,j), i, j = 2.31933e+01, 0, 23
table(i,j), i, j = 2.32176e+01, 0, 24
table(i,j), i, j = 2.32443e+01, 0, 25
table(i,j), i, j = 2.32735e+01, 0, 26
table(i,j), i, j = 2.33057e+01, 0, 27
table(i,j), i, j = 2.33410e+01, 0, 28
table(i,j), i, j = 2.33798e+01, 0, 29
table(i,j), i, j = 2.34226e+01, 0, 30
table(i,j), i, j = 2.34699e+01, 0, 31
table(i,j), i, j = 2.35012e+01, 0, 32
table(i,j), i, j = 2.35300e+01, 0, 33
table(i,j), i, j = 2.35619e+01, 0, 34
table(i,j), i, j = 2.35971e+01, 0, 35
table(i,j), i, j = 2.36362e+01, 0, 36
table(i,j), i, j = 2.36795e+01, 0, 37
table(i,j), i, j = 2.37276e+01, 0, 38
table(i,j), i, j = 2.37809e+01, 0, 39
table(i,j), i, j = 2.38108e+01, 0, 40
table(i,j), i, j = 2.38438e+01, 0, 41
table(i,j), i, j = 2.38805e+01, 0, 42
table(i,j), i, j = 2.39213e+01, 0, 43
table(i,j), i, j = 2.39669e+01, 0, 44
table(i,j), i, j = 2.40176e+01, 0, 45
table(i,j), i, j = 2.40741e+01, 0, 46
table(i,j), i, j = 2.41098e+01, 0, 47
table(i,j), i, j = 2.41450e+01, 0, 48
table(i,j), i, j = 2.41842e+01, 0, 49
table(i,j), i, j = 2.42279e+01, 0, 50
table(i,j), i, j = 2.42769e+01, 0, 51
table(i,j), i, j = 2.43315e+01, 0, 52
table(i,j), i, j = 2.43880e+01, 0, 53
table(i,j), i, j = 2.44221e+01, 0, 54
table(i,j), i, j = 2.44603e+01, 0, 55
table(i,j), i, j = 2.45030e+01, 0, 56
table(i,j), i, j = 2.45507e+01, 0, 57
table(i,j), i, j = 2.46041e+01, 0, 58
table(i,j), i, j = 2.46639e+01, 0, 59
table(i,j), i, j = 2.47076e+01, 0, 60
table(i,j), i, j = 2.47451e+01, 0, 61
table(i,j), i, j = 2.47870e+01, 0, 62
table(i,j), i, j = 2.48340e+01, 0, 63
table(i,j), i, j = 2.48866e+01, 0, 64
table(i,j), i, j = 2.49455e+01, 0, 65
table(i,j), i, j = 2.49985e+01, 0, 66
table(i,j), i, j = 2.50355e+01, 0, 67
table(i,j), i, j = 2.50769e+01, 0, 68
table(i,j), i, j = 2.51234e+01, 0, 69
table(i,j), i, j = 2.51754e+01, 0, 70
table(i,j), i, j = 2.52338e+01, 0, 71
table(i,j), i, j = 2.52928e+01, 0, 72
table(i,j), i, j = 2.53295e+01, 0, 73
table(i,j), i, j = 2.53706e+01, 0, 74
table(i,j), i, j = 2.54167e+01, 0, 75
table(i,j), i, j = 2.54683e+01, 0, 76
table(i,j), i, j = 2.55263e+01, 0, 77
table(i,j), i, j = 2.55894e+01, 0, 78
table(i,j), i, j = 2.56258e+01, 0, 79
table(i,j), i, j = 2.56667e+01, 0, 80
table(i,j), i, j = 2.57125e+01, 0, 81
table(i,j), i, j = 2.57639e+01, 0, 82
table(i,j), i, j = 2.58215e+01, 0, 83
table(i,j), i, j = 2.58862e+01, 0, 84
table(i,j), i, j = 2.59236e+01, 0, 85
table(i,j), i, j = 2.59643e+01, 0, 86
table(i,j), i, j = 2.60099e+01, 0, 87
table(i,j), i, j = 2.60611e+01, 0, 88
table(i,j), i, j = 2.61185e+01, 0, 89
table(i,j), i, j = 2.61829e+01, 0, 90
table(i,j), i, j = 2.62224e+01, 0, 91
table(i,j), i, j = 2.62629e+01, 0, 92
table(i,j), i, j = 2.63084e+01, 0, 93
table(i,j), i, j = 2.63594e+01, 0, 94
table(i,j), i, j = 2.64166e+01, 0, 95
table(i,j), i, j = 2.64808e+01, 0, 96
table(i,j), i, j = 2.65217e+01, 0, 97
table(i,j), i, j = 2.65621e+01, 0, 98
table(i,j), i, j = 2.66075e+01, 0, 99
table(i,j), i, j = 2.66583e+01, 0, 100
table(i,j), i, j = 2.67154e+01, 0, 101
table(i,j), i, j = 2.67794e+01, 0, 102
table(i,j), i, j = 2.68215e+01, 0, 103
table(i,j), i, j = 2.68617e+01, 0, 104
table(i,j), i, j = 2.69070e+01, 0, 105
table(i,j), i, j = 2.69577e+01, 0, 106
table(i,j), i, j = 2.70146e+01, 0, 107
table(i,j), i, j = 2.70784e+01, 0, 108
table(i,j), i, j = 2.71214e+01, 0, 109
table(i,j), i, j = 2.71616e+01, 0, 110
table(i,j), i, j = 2.72067e+01, 0, 111
table(i,j), i, j = 2.72573e+01, 0, 112
table(i,j), i, j = 2.73140e+01, 0, 113
table(i,j), i, j = 2.73777e+01, 0, 114
table(i,j), i, j = 2.74214e+01, 0, 115
table(i,j), i, j = 2.74615e+01, 0, 116
table(i,j), i, j = 2.75065e+01, 0, 117
table(i,j), i, j = 2.75570e+01, 0, 118
table(i,j), i, j = 2.76136e+01, 0, 119
table(i,j), i, j = 2.76771e+01, 0, 120
table(i,j), i, j = 2.77216e+01, 0, 121
table(i,j), i, j = 2.77616e+01, 0, 122
table(i,j), i, j = 2.78064e+01, 0, 123
table(i,j), i, j = 2.78568e+01, 0, 124
table(i,j), i, j = 2.79133e+01, 0, 125
table(i,j), i, j = 2.79766e+01, 0, 126
table(i,j), i, j = 2.80218e+01, 0, 127
table(i,j), i, j = 2.80617e+01, 0, 128
table(i,j), i, j = 2.81064e+01, 0, 129
table(i,j), i, j = 2.81566e+01, 0, 130
table(i,j), i, j = 2.82130e+01, 0, 131
table(i,j), i, j = 2.82762e+01, 0, 132
table(i,j), i, j = 2.83220e+01, 0, 133
table(i,j), i, j = 2.83618e+01, 0, 134
table(i,j), i, j = 2.84064e+01, 0, 135
table(i,j), i, j = 2.84565e+01, 0, 136
table(i,j), i, j = 2.85127e+01, 0, 137
table(i,j), i, j = 2.85758e+01, 0, 138
table(i,j), i, j = 2.86222e+01, 0, 139
table(i,j), i, j = 2.86619e+01, 0, 140
table(i,j), i, j = 2.87064e+01, 0, 141
table(i,j), i, j = 2.87564e+01, 0, 142
table(i,j), i, j = 2.88125e+01, 0, 143
table(i,j), i, j = 2.88754e+01, 0, 144
table(i,j), i, j = 2.89224e+01, 0, 145
table(i,j), i, j = 2.89620e+01, 0, 146
table(i,j), i, j = 2.90065e+01, 0, 147
table(i,j), i, j = 2.90563e+01, 0, 148
table(i,j), i, j = 2.91123e+01, 0, 149
table(i,j), i, j = 2.91750e+01, 0, 150
table(i,j), i, j = 2.92227e+01, 0, 151
table(i,j), i, j = 2.92622e+01, 0, 152
table(i,j), i, j = 2.93065e+01, 0, 153
table(i,j), i, j = 2.93562e+01, 0, 154
table(i,j), i, j = 2.94121e+01, 0, 155
table(i,j), i, j = 2.94747e+01, 0, 156
table(i,j), i, j = 2.95229e+01, 0, 157
table(i,j), i, j = 2.95623e+01, 0, 158
table(i,j), i, j = 2.96066e+01, 0, 159
table(i,j), i, j = 2.96562e+01, 0, 160
table(i,j), i, j = 2.25078e+01, 1, 0
table(i,j), i, j = 2.25357e+01, 1, 1
table(i,j), i, j = 2.25650e+01, 1, 2
table(i,j), i, j = 2.25865e+01, 1, 3
table(i,j), i, j = 2.26028e+01, 1, 4
table(i,j), i, j = 2.26198e+01, 1, 5
table(i,j), i, j = 2.26378e+01, 1, 6
table(i,j), i, j = 2.26568e+01, 1, 7
table(i,j), i, j = 2.26768e+01, 1, 8
table(i,j), i, j = 2.26979e+01, 1, 9
table(i,j), i, j = 2.27202e+01, 1, 10
table(i,j), i, j = 2.27437e+01, 1, 11
table(i,j), i, j = 2.27686e+01, 1, 12
table(i,j), i, j = 2.27949e+01, 1, 13
table(i,j), i, j = 2.28227e+01, 1, 14
table(i,j), i, j = 2.28522e+01, 1, 15
table(i,j), i, j = 2.28809e+01, 1, 16
table(i,j), i, j = 2.28975e+01, 1, 17
table(i,j), i, j = 2.29152e+01, 1, 18
table(i,j), i, j = 2.29340e+01, 1, 19
table(i,j), i, j = 2.29540e+01, 1, 20
